;price;odometer
5797;25995;130000
5798;6995;177700
5799;4295;210000
5800;0;160000
5801;10500;14000
5802;0;23989
5803;0;58867
5804;13995;108247
5805;0;52079
5806;8000;148000
5807;4250;205440
5809;5477;101565
5811;0;24247
5812;16750;59145
5814;0;19988
5815;12500;26569
5817;1200;160000
5818;0;28610
5819;13000;19100
5821;10995;154056
5822;14400;84309
5824;0;89781
5825;0;48671
5826;0;105308
5827;17188;41896
5828;0;75260
5829;3900;165000
5830;14888;46213
5831;8700;128764
5832;31500;4578
5833;4200;98912
5834;0;14297
5835;3000;139487
5836;0;139655
5837;20995;87224
5838;0;62139
5839;2700;140000
5840;12000;51455
5842;16500;47434
5844;1000;14400
5845;2500;206000
5846;0;109242
5847;19700;39987
5849;19700;39987
5851;0;109242
5852;13995;122303
5853;8295;82661
5854;13000;67954
5856;3997;116000
5857;0;55806
5858;4690;91201
5859;3000;189410
5860;24388;35671
5861;23988;28482
5862;0;17832
5864;44500;31500
5865;850;96006
5866;0;70028
5868;2800;240000
5869;0;96001
5870;4200;111234
5871;9999;242813
5872;12995;98830
5873;0;42998
5874;12000;65000
5875;2900;96598
5876;7499;29300
5877;16750;80303
5879;11999;158683
5880;7999;204372
5881;6999;150422
5882;0;35088
5883;45900;16696
5884;0;49471
5885;0;37869
5886;15200;13009
5888;0;170920
5889;0;123359
5890;2800;163884
5891;3100;130145
5892;9999;126426
5893;8000;145783
5895;2200;97355
5897;10900;173743
5898;36900;39458
5899;4996;76645
5900;35900;28746
5901;2100;141840
5902;0;58833
5903;13000;63431
5905;15995;114871
5906;3995;107150
5907;3995;125120
5908;3490;143250
5909;2995;118150
5910;4795;48950
5911;18750;71302
5913;0;140895
5914;2500;217000
5915;12777;64431
5916;5477;100118
5917;50000;42000
5918;0;75260
5919;2997;227000
5920;3150;207300
5921;0;89781
5922;0;136953
5923;13998;41627
5925;4000;0
5926;0;35317
5927;16500;47434
5929;0;37680
5930;8395;132450
5931;10995;123000
5932;13995;70250
5933;5695;152400
5934;4120;187006
5935;3500;287000
5936;41990;5710
5937;15450;45665
5938;0;139655
5939;19500;22320
5941;0;62139
5942;22000;73000
5944;10000;87114
5946;11990;89963
5947;3499;184341
5949;12250;125420
5950;0;30445
5951;6500;92500
5952;19500;17429
5954;0;21518
5955;0;55188
5956;13995;47250
5957;0;22896
5958;13995;33000
5959;23750;112099
5960;19000;27625
5962;0;110579
5963;19970;44899
5964;2800;198000
5965;2500;188500
5966;3499;66000
5968;49000;12703
5969;0;75805
5970;5999;166025
5971;18950;54635
5972;0;35795
5973;8350;85829
5974;8500;83900
5975;5977;135723
5977;19250;21004
5979;4377;150714
5980;12777;115946
5981;15695;92307
5982;0;68015
5983;0;78088
5985;1000;160000
5986;2100;232870
5987;18700;24059
5989;9950;66452
5990;0;14543
5991;14888;23858
5992;0;248078
5993;5699;135665
5994;9600;140902
5997;0;110921
5998;18500;37404
6000;18490;59896
6001;20995;102341
6002;8000;145783
6004;0;38659
6005;12995;68115
6006;15495;93538
6007;32250;49541
6008;27695;96953
6009;4990;106655
6010;13000;63431
6012;850;96006
6014;0;102586
6015;3100;142302
6016;0;114929
6017;2999;99749
6018;4250;188056
6020;0;35029
6021;0;75776
6022;4997;65000
6023;16250;69266
6024;2800;93549
6025;0;52830
6026;3500;97000
6027;3500;231000
6033;10599;56000
6034;8665;85000
6035;8465;91000
6037;5965;107000
6039;29495;74232
6040;9250;55612
6048;7665;103000
6050;6765;93000
6055;6977;103181
6058;18000;31470
6062;6465;108000
6063;11465;75000
6064;2500;122987
6065;7000;42734
6066;2300;183656
6067;14750;75062
6068;13500;14253
6070;1650;86568
6071;0;89781
6072;10000;87114
6074;19350;70982
6075;4600;144765
6076;16500;47434
6078;22795;39459
6079;6490;101039
6080;1600;207700
6081;5000;138543
6082;27550;16578
6083;8000;149006
6084;5695;124000
6086;8200;112876
6087;7495;124000
6088;6000;69875
6089;5700;134765
6090;6999;107636
6091;4500;146765
6092;7500;86586
6093;7995;42765
6094;8500;168987
6095;5999;85786
6096;3995;177000
6097;6595;117000
6098;19400;39392
6100;0;19236
6101;17995;110609
6103;13777;44055
6104;17277;89947
6105;10995;126766
6106;17488;93703
6107;29288;29433
6108;0;37765
6109;0;266206
6110;1800;148000
6111;14500;39900
6113;20000;26600
6114;0;23596
6117;0;52842
6118;25995;97806
6119;0;46571
6120;18250;28393
6122;5977;153894
6124;7499;161048
6125;0;99258
6126;18000;53335
6128;4299;160146
6129;4999;165734
6130;0;46618
6133;5995;133000
6134;9495;197000
6135;19000;21755
6138;2997;227000
6139;0;64201
6140;14997;104460
6141;19500;19635
6143;11995;117577
6144;36999;107967
6145;0;52000
6148;6975;115234
6149;6995;169770
6150;16250;27032
6152;3495;126000
6153;8995;172000
6154;0;41890
6155;14900;28378
6156;16500;144616
6157;6177;101730
6158;13177;59177
6159;29488;18229
6161;0;131611
6162;4695;121650
6163;8195;130400
6164;2750;154000
6165;40999;116072
6168;0;51964
6169;6000;207006
6172;4150;159416
6174;0;55066
6177;24900;94590
6178;38995;96535
6179;2200;117000
6180;0;100004
6181;2795;226000
6182;6977;118970
6184;6000;207006
6187;0;112700
6188;14500;68000
6189;20000;31249
6191;8995;136299
6193;7995;132989
6195;12995;70353
6197;12995;105643
6199;5995;110987
6201;12995;68305
6203;16995;146560
6205;14995;69119
6207;12995;68878
6209;6995;124551
6211;14995;132248
6213;7495;100833
6215;7995;78061
6217;11995;141633
6219;8495;84360
6221;8995;117526
6223;7995;130002
6225;13995;95959
6227;8995;154196
6229;16995;84786
6231;6995;102256
6233;13995;54319
6235;6995;95523
6237;7995;133891
6239;6995;124551
6241;9995;129357
6243;18995;49405
6245;17995;126614
6247;8995;133955
6249;7995;97302
6251;5995;137874
6253;16995;106234
6255;4995;144630
6257;8995;124188
6259;8995;87494
6261;12995;99458
6263;8995;145721
6265;12995;93813
6267;15995;85295
6269;11995;163882
6271;8995;75946
6273;6995;99340
6275;11995;79643
6277;12795;123913
6279;10995;99691
6281;8995;114203
6283;7995;61152
6285;7995;135479
6287;0;70649
6288;14000;21168
6290;5300;1077500
6291;0;89781
6292;6000;200654
6294;18450;49950
6295;2750;206000
6296;12000;24000
6298;15000;32327
6300;0;149623
6301;29997;66953
6302;13277;67732
6303;8477;66478
6304;0;223207
6305;0;105250
6306;3500;231000
6307;0;38496
6308;13400;25742
6309;7400;165000
6310;6000;50000
6311;0;29048
6312;14900;119039
6313;2200;97355
6314;0;54457
6315;2400;171678
6316;8500;97608
6317;0;63231
6318;6300;137123
6319;19993;19770
6320;6999;67500
6321;7500;64535
6322;19993;18590
6323;20000;43884
6325;0;31901
6326;850;96006
6327;19500;43781
6329;0;85055
6330;36999;103013
6331;24933;95212
6332;18000;31470
6334;31499;99779
6335;31933;94962
6336;29499;107048
6337;25999;104100
6339;10000;87114
6341;22995;28662
6342;20000;15000
6343;2200;110000
6344;16900;129841
6345;10475;191217
6346;16500;47434
6348;0;82846
6349;0;82846
6350;15477;117598
6351;14477;75404
6352;6449;123444
6353;0;21299
6354;3595;144000
6355;27888;124890
6356;27500;28951
6357;0;47001
6358;5200;165000
6359;38500;73000
6360;9500;221500
6362;0;29498
6363;15890;68410
6364;6500;63639
6365;12500;158683
6366;900;291582
6367;0;30840
6369;25000;312236
6370;6497;166000
6371;7995;73733
6374;2299;83999
6375;0;28754
6376;18900;30699
6378;9599;52000
6379;0;49218
6380;1600;214000
6381;12000;127000
6382;17250;33080
6384;0;105506
6385;0;49337
6386;7000;84891
6388;25000;180126
6389;8990;116952
6390;3995;165000
6391;12000;53443
6393;0;36948
6394;33599;82000
6395;28900;126301
6396;12900;193166
6397;28900;89475
6398;29900;148369
6399;27900;136939
6400;0;5310
6401;17500;32941
6403;0;89781
6404;4650;165000
6405;2997;227000
6406;28995;120000
6407;7899;130000
6408;1700;86568
6409;34995;122000
6410;18000;105000
6411;24995;122000
6412;24995;122000
6413;0;58532
6414;0;31900
6417;8992;171240
6418;6999;160466
6419;4995;71096
6420;4992;170694
6421;5992;191819
6423;15250;52907
6424;3500;141774
6425;3600;89000
6426;13750;119066
6428;0;140895
6429;6750;93766
6431;0;20840
6433;19500;43823
6435;16250;92010
6436;0;22896
6437;0;85055
6438;16500;39105
6440;5000;125000
6442;3500;215000
6443;3500;85000
6444;35490;128325
6445;0;65622
6446;18000;31470
6448;0;75880
6449;16995;114381
6450;9350;73964
6451;0;46306
6452;2500;209000
6453;10000;87114
6455;1500;180000
6456;0;38496
6457;12000;77342
6459;9800;133000
6461;0;16434
6463;7997;104957
6465;5297;106057
6467;8597;95240
6469;4997;89862
6471;0;35524
6472;19490;70661
6473;11995;115431
6474;0;14652
6476;8250;58132
6477;16500;47434
6479;5477;112261
6481;0;29133
6483;6495;123200
6484;3500;142302
6485;11990;140844
6486;12250;26908
6488;2400;148155
6489;0;35252
6490;18498;28806
6491;8498;93551
6492;21998;68990
6493;12998;53399
6494;14998;40638
6495;13000;36406
6497;17998;80747
6498;2200;97355
6499;12998;81146
6500;19250;55938
6502;13495;100759
6503;1800;172367
6504;15999;147501
6505;16999;140759
6506;0;27933
6507;17500;27578
6509;0;104183
6510;16995;27262
6511;19950;74532
6512;24495;69989
6513;13000;60060
6515;11795;112057
6516;0;29534
6517;6877;76355
6518;18377;78121
6519;14895;104684
6520;6399;81952
6521;9420;94129
6523;23500;36168
6524;21788;33055
6525;0;30941
6526;0;169000
6527;7500;172000
6528;16500;164123
6529;550;195000
6530;5695;152400
6531;14295;70250
6532;10995;123000
6533;0;70028
6534;5977;189801
6536;3477;92326
6539;0;145134
6540;2000;178000
6541;0;82443
6542;7995;123150
6543;14750;87558
6544;4900;188008
6545;4850;125300
6546;6999;163022
6547;7500;96300
6548;4850;138163
6549;2250;122311
6550;4850;190346
6551;22500;99437
6552;4850;172078
6553;2900;206127
6554;9997;124061
6555;2999;236245
6556;5499;146144
6557;2999;189920
6558;2950;139812
6559;5850;203881
6560;8499;83721
6561;7999;96675
6562;5850;169732
6563;4995;183906
6564;3999;131753
6565;24999;95487
6566;6477;119938
6568;0;38585
6569;4790;92777
6571;16999;91181
6572;10995;107475
6573;8449;69524
6574;5995;107884
6575;13495;46215
6576;8499;79553
6577;25750;18121
6578;2299;84001
6579;6500;125703
6580;15500;60035
6582;35000;49000
6583;13795;63090
6584;0;90210
6585;3999;77446
6588;6865;107000
6590;0;104958
6592;8665;85000
6593;8465;91000
6596;10795;63654
6600;5865;119000
6603;20990;13771
6606;7665;103000
6607;5995;141455
6609;6765;121000
6610;6765;93000
6611;17900;121235
6613;6265;121000
6614;4965;127000
6615;6265;121000
6616;6977;68137
6619;3865;118000
6620;6465;108000
6621;11465;75000
6622;7995;113626
6623;16500;22516
6625;12490;110144
6626;1750;227000
6627;24495;156992
6628;12300;57927
6630;0;89781
6631;21995;126126
6632;5995;118957
6633;15700;7384
6635;0;52337
6636;3990;151776
6637;15495;70185
6638;3990;151776
6639;23995;96000
6640;20000;21096
6642;0;138286
6643;14495;21355
6644;0;89855
6645;12777;30319
6646;17995;92925
6648;22900;156079
6649;42000;154647
6650;0;102696
6652;19700;26365
6653;17888;42358
6654;0;69577
6655;0;55455
6656;5999;85786
6657;14999;38600
6658;15999;147501
6659;0;88581
6660;16995;118197
6661;6127;112242
6663;7500;38292
6664;0;29544
6667;5995;118301
6668;6177;91173
6670;20000;37196
6672;10998;61585
6673;28998;119919
6674;17998;74392
6675;11998;72436
6676;16998;55195
6677;11998;85677
6678;10998;105214
6679;0;31429
6681;14950;212000
6682;10500;88398
6684;4484;176895
6685;5999;156244
6686;6999;123564
6687;6495;240620
6688;7999;142461
6689;5999;117320
6690;14500;38335
6692;0;160940
6693;14995;70312
6694;15500;31595
6696;8995;172000
6697;3495;126000
6698;6995;169770
6699;3995;216000
6701;6975;115234
6706;0;9866
6707;3995;177000
6709;0;52000
6711;13677;44866
6712;17477;142614
6713;0;36595
6714;0;48723
6715;16500;82210
6716;15888;84500
6717;0;25944
6718;42800;6500
6719;0;10286
6720;0;3107
6724;4995;120876
6725;6500;132879
6726;4999;88229
6727;0;26095
6728;6777;80294
6730;5500;215000
6731;18000;36947
6733;0;58867
6734;4300;101000
6735;16700;108809
6737;0;127286
6738;0;185959
6739;9997;95630
6741;15000;48458
6743;0;61626
6744;0;87688
6745;14000;21168
6747;17000;164965
6748;0;45928
6749;16000;29987
6751;8000;66740
6753;4650;165000
6754;0;89781
6755;10177;155382
6756;15977;112484
6758;0;49510
6759;0;97922
6760;29995;124000
6761;19500;85000
6762;13999;135641
6763;9999;149877
6764;8395;132450
6765;11000;111000
6767;44499;81122
6768;19999;104570
6769;26999;104100
6770;24933;95212
6771;0;82949
6772;31933;99779
6773;31933;94962
6774;29499;107048
6775;16750;80303
6777;10300;110000
6778;11500;135000
6779;0;121901
6780;20000;51640
6782;0;75112
6783;11995;105705
6784;19000;26559
6786;33900;48834
6788;19900;136548
6792;20000;28327
6794;0;37572
6795;25995;126000
6796;17995;130000
6797;16997;77639
6798;12977;99903
6799;17777;119670
6800;10500;89675
6801;7500;96999
6803;0;43366
6804;18588;25394
6805;23588;27093
6806;2500;111
6808;2500;236000
6809;0;39945
6810;0;10835
6811;7495;100250
6812;18000;34315
6814;8495;122593
6815;11495;117214
6816;12795;126178
6817;9795;90504
6818;0;30487
6819;17250;33080
6822;2400;208000
6823;14000;79703
6825;0;63781
6826;7200;232000
6827;27995;80000
6828;15500;13009
6830;7990;137309
6831;25995;159000
6832;0;66633
6833;0;31127
6834;11995;145000
6835;6995;150000
6836;19500;35070
6838;17995;140000
6839;6995;170000
6840;18700;33825
6842;0;171618
6843;18995;22057
6844;1900;86568
6845;0;85026
6846;49000;10000
6847;850;96006
6848;14777;112040
6849;8977;73258
6850;5500;171359
6851;24500;52215
6852;2500;167059
6853;11000;41825
6854;0;89781
6855;0;47127
6856;42900;11637
6857;21900;104845
6858;2500;376000
6859;4999;121700
6860;18350;125862
6861;18750;116821
6862;8995;119592
6863;3100;129000
6864;12990;65260
6865;0;92291
6866;16500;89557
6868;0;121901
6869;0;64674
6870;12000;51455
6872;17750;35224
6873;0;127286
6875;2500;146000
6876;2250;227497
6878;3497;155213
6879;1750;160500
6881;0;62187
6883;8500;97608
6884;29000;24271
6885;0;75112
6886;14550;85546
6887;14500;99891
6889;9000;113000
6890;0;38659
6891;2800;181000
6892;0;37572
6893;0;63475
6895;17999;99500
6896;4000;112056
6899;0;42998
6900;16490;55801
6901;0;20242
6902;8477;125660
6904;8477;125660
6906;5900;145885
6907;12995;68305
6909;8995;136299
6911;6995;102256
6913;12995;68878
6915;7500;139560
6916;18750;123657
6917;10900;181353
6918;1700;298903
6919;15500;52148
6921;0;30290
6923;6995;146762
6924;6995;146762
6925;4977;73608
6927;8995;154196
6929;8995;118982
6931;7995;133891
6933;17995;126614
6935;10995;99691
6937;5950;121307
6938;7000;118352
6942;0;75776
6943;2995;99000
6945;7995;78061
6947;6995;120271
6949;12995;105643
6951;13995;54319
6953;9995;117689
6955;8995;136057
6957;8495;84360
6959;5995;110987
6961;11995;92029
6963;20000;31249
6965;12995;99458
6967;8995;145721
6969;6995;99340
6971;7495;100833
6973;16995;106234
6975;16995;146560
6977;7995;87864
6979;8995;133955
6981;15995;85295
6983;5995;137874
6985;11995;95112
6987;7995;97302
6989;12795;123913
6991;6995;124551
6993;11995;79643
6995;9995;129357
6997;16995;84786
6999;14995;132248
7001;12995;93813
7003;7995;112981
7005;3999;83153
7006;6990;112634
7007;17450;98114
7009;3995;160498
7010;0;78088
7012;13000;101683
7015;17500;37404
7017;13995;108247
7018;2400;171678
7019;12895;25377
7020;23450;90535
7021;10795;35139
7022;19995;97746
7023;11000;141035
7025;0;48176
7026;27995;111675
7027;12977;94332
7028;9977;117858
7029;21995;144609
7030;0;70028
7031;21000;43715
7032;19488;38594
7033;0;96001
7034;1950;124000
7037;0;36743
7038;8500;159896
7039;10999;193016
7040;8500;168987
7041;7500;86586
7042;0;39854
7043;8900;112456
7044;8900;192302
7045;4500;146765
7046;9500;112736
7047;17900;32968
7048;6999;107636
7049;5700;134765
7053;10900;102705
7054;9900;129183
7055;5495;113000
7056;2299;83999
7057;8900;170551
7058;3500;159602
7059;9900;150402
7060;7900;126127
7061;14800;131286
7062;5000;132000
7063;0;47001
7064;13900;78677
7065;8900;170551
7066;15900;90509
7067;12900;144281
7068;18250;118037
7069;20995;87224
7070;7900;118376
7071;0;19547
7072;6900;274862
7073;9977;122391
7075;3500;110000
7076;10500;220469
7077;2000;166000
7078;11500;200446
7079;6500;106790
7080;10490;92890
7082;15500;55902
7084;0;75805
7085;18995;21258
7086;5000;273000
7087;3500;231000
7089;12500;109055
7091;2500;240000
7092;7900;122698
7093;15250;29831
7094;13500;14253
7096;8777;98585
7098;5490;97750
7099;10900;131345
7100;5999;29355
7101;5995;128120
7102;9950;99691
7103;0;43985
7105;2400;171678
7107;2495;122450
7108;12990;65398
7109;14695;45359
7110;18900;74300
7111;4500;94623
7112;0;29394
7113;16490;39551
7114;19295;111824
7115;6975;115234
7116;16900;205671
7118;9495;126044
7119;9250;100547
7120;14995;104174
7121;18500;46759
7124;3995;177000
7125;0;89781
7126;5300;216436
7127;0;79023
7128;0;59395
7129;17377;49150
7130;11777;115102
7131;14997;47711
7132;0;121364
7134;12495;123521
7135;0;105319
7137;14888;70413
7138;20288;45080
7140;31933;64367
7141;43933;100212
7142;33933;45014
7143;6495;145456
7144;7895;141490
7145;0;95004
7146;9277;100887
7148;0;100834
7149;19500;17996
7151;11500;91400
7152;0;1
7153;27795;64314
7154;6777;143325
7156;15700;7384
7158;8995;172000
7159;6995;169770
7160;3995;216000
7164;0;52000
7165;0;51714
7166;0;27382
7167;13300;34410
7170;8500;91000
7172;0;52079
7173;12995;118887
7174;16500;39105
7176;13488;45498
7177;26995;76763
7178;19500;25861
7180;4500;206500
7181;13990;153000
7182;3990;141000
7183;0;45312
7184;10477;49004
7185;15477;111855
7186;35900;131471
7187;22900;121089
7188;0;99492
7189;0;82838
7190;4800;185000
7191;6000;235000
7192;8450;76644
7193;4300;139000
7194;18995;77937
7196;14500;1
7198;16550;150826
7200;6777;118970
7203;16495;182040
7205;9950;82000
7206;23950;78789
7207;0;91093
7209;0;113651
7211;12500;24567
7213;19000;196000
7214;0;157843
7216;2800;137000
7218;11995;103357
7219;4999;119177
7220;18995;117411
7221;6495;102431
7222;14995;70090
7223;8495;98986
7224;5999;124500
7225;15995;36015
7226;6495;136265
7227;700;141000
7229;14999;182000
7233;1000;87000
7234;21995;87450
7235;6495;72317
7236;6695;67489
7237;7995;86010
7238;14799;151777
7239;8995;78800
7240;8995;93091
7241;4995;100147
7242;26495;77322
7243;3450;98700
7244;13875;99663
7246;7990;137309
7247;9995;17325
7249;5977;189801
7251;15950;131698
7253;12850;122151
7255;6550;80352
7257;16995;41335
7259;9850;174803
7261;0;146270
7263;5000;182522
7264;4600;132000
7265;1900;248000
7266;950;195000
7267;5800;209000
7268;4700;96000
7270;5870;212000
7271;2300;157000
7272;720;216000
7275;10800;133000
7276;3300;37109
7277;3550;173322
7278;5450;80765
7279;6777;80294
7281;17995;132000
7282;28500;105098
7283;6695;120835
7284;5995;149415
7285;35950;69019
7286;14350;106103
7287;0;41384
7288;6750;106789
7289;11350;99804
7290;15900;136000
7291;950;349195
7293;2500;296400
7294;9500;25117
7296;6000;235000
7297;4900;138260
7298;4400;134000
7299;3850;150000
7300;16995;62094
7302;6477;102420
7304;14000;253000
7305;13875;99663
7307;10995;129600
7308;7499;93176
7309;11995;68470
7310;12995;38163
7311;6995;96051
7312;400;85369
7313;10995;125619
7314;6995;125120
7315;16995;41335
7317;2700;214000
7318;21995;61000
7319;5250;70760
7320;4999;130890
7321;7890;99775
7322;25500;41500
7324;1100;101000
7325;9350;71888
7326;12550;90317
7327;9150;141155
7328;600;121879
7329;15900;73800
7330;18775;108192
7331;26500;32564
7332;3999;199153
7333;6495;181902
7334;3999;157622
7335;4999;117135
7336;3999;145868
7337;6495;119482
7340;7700;111888
7341;6800;125177
7342;8850;119329
7344;23995;69000
7345;2905;234000
7346;9850;174803
7348;30000;86000
7349;3750;190000
7350;12850;122151
7354;3700;155100
7355;6400;221000
7356;16500;52500
7357;7900;170000
7358;1500;223000
7360;5990;81259
7361;5495;3669
7364;7500;4514
7366;3995;96000
7367;4650;176000
7368;5495;166000
7369;6495;125000
7370;4995;99000
7371;4995;226000
7372;6995;149000
7373;10500;55
7375;6477;100275
7377;9500;25117
7379;9250;150281
7385;16995;128914
7386;13850;182404
7388;1800;212842
7389;3850;188428
7390;12999;254415
7391;5000;108000
7392;6550;80352
7394;6550;80352
7396;3000;105395
7397;6477;119938
7399;16995;62094
7401;4990;92000
7402;0;48597
7403;10500;45
7405;0;25093
7406;35550;400
7408;6495;119482
7410;9500;62941
7412;23500;31148
7413;12500;27458
7414;9500;165919
7416;15950;131698
7418;12850;122151
7421;4200;180000
7422;17995;130000
7423;34995;122000
7424;850;332000
7425;17995;132000
7426;13475;96770
7427;6777;68137
7429;0;152415
7430;0;32324
7431;1450;229000
7432;3450;157982
7433;5990;101200
7434;10800;140000
7435;2000;266000
7436;7900;146000
7437;20995;150000
7438;34900;140000
7439;17995;104000
7440;10995;90000
7441;25995;130000
7442;8900;98000
7443;3333;90000
7444;12299;120525
7450;18500;77937
7454;6550;80352
7456;6477;75617
7458;0;12494
7459;13495;10
7461;0;16033
7462;7500;800
7464;5800;209000
7465;5499;137500
7466;6990;121493
7467;5000;115698
7468;6475;190914
7469;9975;83174
7470;11775;97932
7471;5975;90162
7472;5995;109000
7473;14995;52000
7474;6750;49000
7475;6750;69000
7476;6995;76000
7477;3995;125000
7478;6995;157000
7479;17975;87105
7480;9775;93126
7481;28775;26154
7482;24000;115000
7483;24475;89058
7484;15975;59082
7485;18975;26901
7486;4490;90431
7487;15775;96530
7488;6500;146445
7489;5750;143819
7490;6495;119482
7492;15950;131698
7494;13200;93500
7495;34995;78896
7496;37000;13000
7497;3000;198000
7498;0;22610
7499;6550;80352
7501;0;6218
7502;13850;114685
7504;2000;225000
7505;14950;22112
7506;10950;64395
7507;4800;185000
7508;3800;113000
7509;13990;153000
7510;13990;101000
7511;9200;103831
7514;7450;8103
7516;5555;117144
7517;17450;118556
7518;6477;97965
7520;10500;27544
7522;7850;143523
7524;16995;62094
7526;9250;150281
7528;7350;90860
7529;12750;46876
7530;5495;3669
7532;12550;83100
7533;8850;119329
7535;11995;75605
7536;6995;115400
7537;11995;72471
7538;4495;106999
7539;8495;119985
7540;8995;75300
7541;12995;109600
7542;15995;102539
7543;8495;155858
7544;12995;122627
7545;14995;78677
7546;4900;160000
7547;9995;104826
7548;7950;108148
7549;4850;108
7550;6650;135111
7551;8450;76644
7552;4475;134835
7553;2950;200794
7554;18500;77937
7556;6495;119482
7558;7995;24282
7559;0;20589
7561;0;163319
7563;4777;116137
7565;13950;70413
7566;6550;80352
7568;0;11081
7569;0;17130
7570;10450;104196
7572;0;150826
7574;15950;131698
7576;31600;154262
7577;15950;131698
7579;3990;141000
7580;0;114685
7582;5500;64380
7583;7500;183256
7584;850;114000
7585;9995;119655
7586;6995;119160
7587;7495;78600
7588;4995;143350
7589;14995;102118
7590;10995;94226
7591;10995;133927
7592;12495;47748
7593;7890;99775
7594;5500;87000
7595;6477;179938
7597;17995;132000
7598;6477;179938
7600;9999;242813
7601;0;91215
7602;0;17862
7603;1600;296000
7609;22750;63055
7610;7500;109000
7612;10995;145000
7613;12995;148000
7614;7250;129000
7615;6995;76000
7616;9749;126000
7617;3995;125000
7618;14450;40000
7619;4450;140000
7620;2799;284000
7621;10950;123233
7622;7450;8103
7624;3990;60340
7625;14997;130678
7626;9850;67046
7627;16995;62094
7629;5977;153894
7631;0;144248
7632;6550;80352
7634;0;38536
7635;2000;237534
7636;15500;53245
7637;0;150826
7640;8490;161271
7641;1500;223342
7642;31500;79000
7643;4800;175000
7644;4990;92000
7645;0;182404
7648;4600;132000
7649;8795;115605
7650;7499;81179
7651;5495;202371
7652;6999;97054
7653;6995;161822
7654;7999;137476
7655;4900;158000
7656;4990;87259
7657;4400;134000
7658;5450;80765
7659;5550;147908
7660;8000;117075
7661;11160;134000
7662;11000;40200
7663;7500;158200
7664;5990;81259
7665;3000;183000
7666;7990;137309
7667;15950;131698
7669;1500;2500005
7671;14500;1
7673;3500;151000
7674;0;23776
7676;10450;104196
7678;6600;61822
7679;3650;222
7680;28995;122000
7681;7899;130000
7682;8550;110069
7683;34995;122000
7684;24995;122000
7685;3300;139500
7686;2099;267000
7687;12500;99401
7689;4500;38499
7690;1000;240000
7691;8550;115977
7692;8495;87142
7693;7500;4514
7695;10500;55
7697;9500;25117
7699;5477;112261
7701;7500;800
7703;5250;70760
7704;13495;10
7708;12999;254415
7709;3925;133832
7710;11450;48176
7712;3975;189000
7713;14450;100419
7715;2000;149397
7716;12495;68670
7717;22995;100580
7718;12995;122627
7719;21995;68110
7720;17995;98980
7721;16995;25917
7722;8995;101349
7723;27500;68000
7724;2500;268028
7725;0;104000
7726;2200;164144
7727;0;6931
7728;0;43399
7729;7700;111888
7731;7999;70000
7732;5950;112903
7733;11995;111638
7734;6077;112242
7736;12995;115832
7737;12995;24335
7738;3477;92326
7740;15995;24432
7741;6750;69000
7742;3995;125000
7743;6995;157000
7745;0;58194
7746;0;140015
7747;0;53510
7750;6500;146445
7751;6495;119482
7753;6990;125177
7754;0;143523
7756;8877;171032
7758;1595;146281
7760;6550;80352
7762;0;58194
7763;18995;75000
7764;0;19004
7765;12000;147500
7766;15950;131698
7769;14500;1
7771;10450;104196
7773;11450;48176
7776;0;182404
7778;23995;96000
7780;4750;106700
7781;9200;103831
7782;8247;125660
7785;9495;95800
7786;0;74516
7787;0;93483
7788;23900;153000
7789;9000;134000
7790;10995;17325
7792;11950;116023
7793;13950;97980
7795;7500;262000
7796;17995;132000
7797;8750;86547
7805;1000;255719
7806;3900;136700
7807;14450;100419
7809;1275;90000
7810;4977;125259
7812;0;12575
7815;0;21397
7816;6550;80352
7818;14799;151777
7819;1500;250000
7820;29995;124000
7821;19000;100600
7822;13750;86980
7823;7995;114962
7824;9495;143969
7825;8875;88534
7827;6990;121493
7828;17450;118556
7829;13995;113000
7830;25995;126000
7831;17995;130000
7832;3800;161000
7833;6200;116000
7834;13350;97348
7835;5995;45167
7837;9350;78313
7840;0;163319
7842;4500;190303
7843;0;97806
7845;27995;80000
7846;9995;17325
7848;0;30143
7849;25995;159000
7850;11995;145000
7851;6995;150000
7852;5200;131454
7853;17995;140000
7854;0;143523
7856;16900;64000
7857;4750;113932
7858;2950;263281
7860;2100;167000
7863;5270;162687
7864;26500;32564
7865;4800;160000
7866;1900;173000
7867;13900;176500
7868;10600;105000
7869;3700;139500
7870;10500;45
7872;16995;62094
7874;16995;62094
7876;4977;73608
7878;7450;8103
7880;10500;27544
7882;35550;400
7884;9250;150281
7886;0;163319
7888;16950;112098
7889;8450;76644
7890;16850;93164
7891;3850;155100
7892;23999;86256
7893;12999;152224
7894;28995;58914
7895;4000;129000
7896;15240;45209
7897;8000;144000
7898;12995;148000
7899;7250;129000
7900;6995;76000
7901;9749;126000
7902;4450;140000
7903;3999;111437
7904;10995;82110
7905;21995;87450
7906;9499;78800
7909;8850;119329
7911;8777;98585
7913;0;143523
7915;18500;77937
7917;9850;89051
7919;6495;119482
7921;4500;38499
7922;0;141418
7924;11450;48176
7926;5750;143819
7927;27000;45000
7928;20975;7411
7929;8640;65200
7930;10500;145000
7931;6777;143325
7933;8500;205200
7934;7990;137309
7935;17995;132000
7937;6800;97000
7938;2500;122000
7939;8995;45786
7940;0;126884
7941;0;39890
7942;8995;84923
7943;4495;142110
7944;5995;138374
7945;5495;100720
7946;6995;79620
7947;5495;130720
