;price;odometer
16531;9600;67000
16533;0;8103
16534;28500;17097
16535;26200;38059
16536;16700;65007
16537;13100;74434
16538;0;40054
16540;0;71040
16541;0;66842
16542;0;97800
16543;0;69093
16544;0;47678
16545;0;127862
16546;19995;40140
16547;13995;22639
16548;22998;147000
16549;27998;154875
16550;24998;134732
16551;44998;180188
16552;27998;170210
16553;44998;177369
16554;2995;113170
16555;0;141833
16556;0;9363
16557;4995;161367
16558;5900;132112
16559;0;46255
16560;3995;134390
16561;0;52494
16564;1500;80000
16567;15995;113271
16568;7995;21503
16569;3500;170000
16570;15993;169018
16572;12546;101187
16573;10989;62739
16574;3490;106542
16575;42900;78000
16576;26600;74000
16577;27900;122400
16579;9995;23500
16580;0;105319
16581;26000;24775
16582;16700;20892
16583;14500;22752
16584;27900;21655
16585;2450;190000
16587;800;137060
16588;4000;15000
16589;7995;66166
16591;14995;75193
16592;7995;72775
16593;6995;156500
16594;38995;108285
16595;42995;33010
16596;4995;168663
16597;8200;117225
16599;29500;65346
16600;6995;129646
16601;6995;133000
16602;0;66633
16603;3650;149011
16604;1995;145000
16605;1995;212047
16606;2250;169000
16607;1217;263000
16608;2750;173000
16610;0;87688
16611;1300;158
16612;3995;150540
16617;4995;136691
16618;0;7755
16619;0;51714
16620;21995;14796
16621;17500;67634
16622;25500;62553
16623;21000;26792
16624;35200;41390
16625;4000;137000
16626;33389;40120
16627;23800;29000
16628;2500;189000
16632;22000;92000
16636;25995;95000
16641;26525;168462
16642;0;15113
16643;0;84638
16644;0;103544
16645;26525;168462
16646;14500;182618
16647;3500;220000
16648;1200;128000
16649;27989;190100
16650;5500;305000
16651;31900;54324
16652;14995;69093
16653;29999;30995
16654;26525;168462
16655;41950;100149
16656;15500;53682
16657;40000;56000
16658;39498;117606
16659;0;56515
16660;2000;182000
16661;0;6197
16662;0;21006
16663;5500;154000
16664;21950;132834
16665;26525;168462
16666;0;81586
16667;0;20784
16668;0;57157
16669;0;58316
16670;27950;76444
16671;13500;51250
16672;21000;55000
16673;0;111044
16674;0;39293
16675;0;95350
16676;0;21421
16677;5008;89929
16678;0;75135
16681;0;15000
16682;0;15000
16683;0;35998
16684;0;40840
16685;0;35529
16686;0;108688
16687;8950;118553
16688;1300;111000
16689;21000;39770
16690;26525;168462
16691;2400;136000
16692;18985;153141
16693;20485;107099
16694;24485;120460
16695;36485;71592
16696;32999;121895
16697;4500;193000
16699;9450;117148
16700;30000;100000
16702;26525;168462
16705;4000;125000
16706;950;200000
16707;3250;148530
16708;4200;119000
16709;26525;168462
16710;1500;190000
16711;0;30146
16712;0;35944
16713;29999;63493
16714;34000;88569
16715;17933;97653
16716;17999;161075
16717;16999;146347
16718;16499;121299
16719;31933;73214
16720;33999;64987
16721;5900;153028
16722;26525;168462
16724;0;46143
16725;23990;160076
16726;6990;163438
16727;12555;93309
16728;11990;177495
16729;17303;99395
16730;9990;176367
16731;13550;79714
16732;49999;68740
16733;16500;16000
16734;4300;267000
16735;2500;167668
16736;20000;59316
16737;33000;32900
16738;4900;126000
16739;26525;168462
16740;4600;177000
16743;4800;151000
16745;0;9500
16746;26525;168462
16747;800;195000
16748;1400;184211
16749;24933;95212
16750;19985;46534
16751;12485;102511
16752;29485;148376
16754;26485;31878
16755;1500;190000
16756;3000;180000
16757;5200;115000
16758;2950;97000
16759;3995;168
16760;4200;185
16762;10990;146007
16763;13990;101000
16764;13990;153000
16765;4990;87259
16766;8450;76644
16767;15500;65000
16768;5750;143819
16770;6477;119938
16772;16795;31244
16773;10995;106177
16774;8995;101349
16775;11495;85769
16776;12495;68670
16777;12995;109600
16778;16995;25917
16779;14995;70090
16780;22995;100580
16781;12995;122627
16782;21995;68110
16783;4495;106999
16784;7499;93176
16785;11995;72471
16786;26900;17977
16787;15795;104480
16788;6477;100275
16790;5499;109000
16791;27300;14625
16792;39999;5668
16793;3350;66120
16802;9000;141500
16805;6999;107210
16806;21995;87450
16807;7995;86010
16808;8995;78800
16809;8995;93091
16810;6495;72317
16811;10995;94226
16812;13995;102118
16813;3450;98700
16815;17450;118566
16816;16495;13267
16817;7990;104807
16818;5990;81259
16819;11995;60871
16820;3495;171503
16821;16795;78876
16823;10000;95000
16825;17500;194500
16826;21999;95107
16827;5490;111685
16828;4400;134000
16830;3990;141000
16831;6999;141000
16832;5450;80765
16833;6477;102420
16835;6695;120835
16836;5995;149415
16838;9950;8524
16839;13750;37269
16840;17999;105306
16841;10399;79290
16842;14000;115129
16843;11999;39440
16844;13600;84207
16846;15900;86500
16847;6500;170000
16848;4750;180300
16849;2800;145201
16850;12300;86500
16851;5800;150000
16852;5300;152
16853;10000;330000
16854;3400;1270036
16855;5477;137502
16857;18995;117411
16858;10995;133927
16859;12495;47748
16860;4999;106108
16861;6495;136265
16862;14795;23886
16863;3500;120000
16864;4000;138500
16865;19000;39500
16866;16500;170000
16868;21995;61000
16869;7750;148000
16870;4600;132000
16871;7700;111888
16872;6990;121493
16873;23000;82010
16874;19500;114000
16875;26500;32564
16876;2400;171678
16877;1500;165000
16878;5000;133000
16879;9999;242813
16880;4990;101301
16881;23995;69000
16882;8990;119000
16883;5750;135000
16884;11999;91734
16886;5999;109000
16887;4490;90431
16888;5000;188000
16892;5800;55700
16893;5500;184000
16894;2500;24000
16896;12999;254415
16897;16450;108
16898;4499;151500
16899;3400;141937
16900;4777;125259
16902;21995;21640
16903;3900;120000
16904;5900;141967
16905;15495;23325
16906;18995;35940
16907;11899;73151
16908;7800;95286
16909;12999;151598
16910;11495;96412
16912;7000;151000
16913;34995;122000
16915;16480;75362
16916;0;85177
16917;4999;130890
16918;4000;167657
16919;10990;162440
16920;9200;103831
16921;5977;100614
16923;19795;50111
16924;15995;72546
16925;10890;92937
16926;13999;72386
16927;6999;101506
16928;12999;96003
16929;17995;130000
16930;18995;27986
16931;6000;297300
16932;1500;225000
16933;2300;145
16934;3995;133
16935;4400;155
16936;21500;114000
16937;3450;157982
16938;5990;101200
16939;4990;101600
16940;5977;89042
16942;7000;150754
16943;6000;192679
16945;9995;119655
16946;3990;133000
16947;7990;137309
16948;10395;92599
16949;20995;150000
16950;17995;104000
16951;10995;90000
16952;25995;130000
16955;3400;1270036
16960;6477;75617
16962;16000;71000
16963;2600;223700
16964;5555;117144
16965;6990;125177
16966;18895;63531
16967;15195;30706
16968;9990;117491
16969;17695;119536
16970;19890;45601
16971;9999;61832
16972;12990;27256
16973;14999;65773
16974;13780;60059
16975;9750;42735
16976;4250;126000
16977;13450;113000
16978;12995;145000
16979;12995;148000
16980;7250;129000
16981;9749;126000
16982;14450;40000
16983;4450;140000
16984;15890;68410
16985;7250;123808
16986;5499;137500
16990;2500;139105
16991;7999;85721
16992;18295;101255
16993;14497;21700
17004;13990;153000
17005;13990;101000
17006;40999;91000
17007;6500;146445
17008;7890;99775
17009;5477;112261
17011;8495;119985
17012;5990;156219
17013;3690;154329
17014;0;63558
17015;8800;178000
17016;1890;138879
17017;3995;217
17018;11995;85296
17019;3100;142302
17020;10995;67277
17021;16999;41330
17022;16700;41821
17023;13985;31828
17024;28795;32497
17026;6695;67489
17027;8995;75300
17028;6495;102431
17029;10995;129600
17030;14995;78677
17031;4999;119177
17032;5999;124500
17033;4995;100147
17034;22995;100580
17035;15495;21230
17036;17995;98980
17037;14500;215000
17038;7700;105000
17039;8450;76644
17040;5250;70760
17041;5499;109000
17042;5750;143819
17043;8500;241000
17044;3477;92326
17046;17895;82420
17047;0;99568
17048;3990;141000
17049;27995;47180
17050;25000;36700
17051;11999;77726
17052;13999;84120
17053;9295;36139
17054;15987;50871
17055;22995;33120
17056;6990;121493
17057;10795;89238
17058;18495;44151
17059;33000;60000
17060;9700;67000
17061;3500;185000
17062;6995;119160
17063;7495;78600
17064;14999;179934
17065;6999;141000
17066;6995;89173
17067;13999;189492
17068;24999;133753
17069;8495;109220
17070;11995;68470
17071;15995;102539
17072;6995;125120
17073;14995;52000
17074;4100;150201
17075;18995;102083
17076;14799;151777
17077;7700;111888
17078;3688;213730
17080;5700;177000
17081;14999;22587
17082;14660;55002
17083;18299;107291
17084;23999;95179
17087;6750;49000
17088;6750;69000
17089;6995;157000
17095;8000;942050
17096;5995;109000
17097;15290;24691
17098;8990;119000
17099;3195;126265
17100;3990;60340
17101;4777;116137
17103;17450;118566
17104;9000;147000
17105;7990;104807
17106;4990;87259
17107;10500;90400
17109;4900;153000
17110;4600;132000
17111;4990;101301
17113;20495;84098
17114;5990;81259
17115;16000;40500
17116;0;82615
17117;5450;80765
17118;1200;205000
17120;15000;40100
17121;15499;110754
17122;10500;225000
17123;1000;180000
17124;5490;111685
17125;10990;146007
17126;9200;103831
17128;13999;99443
17129;4400;134000
17130;0;45926
17131;7750;148000
17132;8990;116952
17133;16450;108
17134;17999;62615
17135;16999;48479
17136;15495;48023
17137;17480;116329
17138;28995;120000
17140;7899;130000
17141;34995;122000
17142;24995;122000
17143;10995;84900
17144;6000;297300
17145;2795;154000
17146;10990;162440
17147;3500;188321
17148;3477;212278
17150;6999;107210
17151;2400;148155
17153;25495;65519
17154;0;194693
17155;14995;98944
17156;21480;93391
17157;2495;257942
17158;8495;98986
17159;15995;36015
17160;8495;155858
17162;12495;82838
17163;0;72907
17164;25995;95756
17165;3500;166000
17167;12995;115832
17168;12995;24335
17169;15995;24432
17170;4977;73608
17172;6995;115400
17173;10995;125619
17174;8999;120795
17175;12995;148000
17176;7250;129000
17177;9749;126000
17178;14450;40000
17179;4450;140000
17180;2000;178000
17181;3400;141937
17182;2300;140000
17183;6477;87785
17185;9999;242813
17186;950;172356
17188;5977;153894
17190;44795;40568
17192;16795;125578
17193;9000;68000
17194;23995;96000
17195;2000;120951
17196;16995;85347
17199;1900;214536
17200;15495;101624
17201;4250;140000
17202;7250;123808
17203;8000;104073
17204;5477;101565
17206;6000;194000
17207;8977;171032
17209;4990;151000
17210;28995;24750
17211;7990;137309
17212;5490;140302
17216;14450;40000
17219;6377;135723
17221;3990;133000
17222;6177;91173
17224;1250;171400
17225;24900;59000
17226;15890;68410
17227;5900;141967
17229;29995;124000
17230;5999;109000
17231;4000;56000
17232;6500;146445
17233;6990;121493
17235;8490;161271
17236;2400;171678
17237;7890;99775
17239;13995;113000
17240;5000;177000
17241;25995;126000
17242;12999;94352
17243;5000;112180
17244;17995;130000
17245;0;77545
17246;8900;290000
17248;19495;31779
17249;32999;140959
17250;13900;136000
17251;12900;208200
17252;2500;91000
17253;27995;80000
17254;25995;159000
17255;18999;94945
17256;11995;145000
17257;6995;150000
17258;17995;140000
17259;3690;154329
17260;6000;126000
17263;7990;104807
17265;8477;127430
17267;1950;124000
17270;1200;118000
17271;8477;125660
17273;3995;125000
17274;2400;171678
17275;11995;81210
17276;5990;156219
17277;2999;184499
17278;12495;68670
17279;11995;103357
17280;14995;102118
17281;7499;93176
17282;14995;38163
17283;13495;122627
17284;6995;96051
17285;19495;41568
17286;11995;75605
17287;13995;109600
17288;27995;76141
17290;7999;82000
17291;6750;69000
17292;6995;157000
17293;6295;124500
17294;13995;72471
17295;4999;106999
17296;6495;102470
17298;21995;87450
17299;9499;78800
17300;6977;112025
17302;3000;188388
17303;8777;98585
17306;5000;170766
17307;4750;148
17308;14799;151777
17309;2400;171678
17310;7700;111888
17311;14995;49693
17312;43795;51499
17313;4990;101301
17314;20495;78198
17315;1700;276000
17316;19795;37771
17317;6000;193700
17318;6977;139244
17320;0;70321
17321;6777;143325
17323;13750;37269
17324;5750;143819
17325;4990;87259
17327;10500;26085
17328;34000;3665
17329;2195;127500
17330;9900;70652
17331;19999;177337
17332;9900;251913
17333;15900;81833
17334;24999;142876
17335;11900;71405
17336;27999;119124
17337;22900;122343
17338;1000;244000
17339;21500;130000
17340;13999;185676
17341;32900;186294
17342;17999;130767
17343;13999;87214
17344;9500;98987
17345;12500;92500
17346;3200;198000
17347;2500;121701
17348;6250;152500
17349;15500;80022
17350;23999;76942
17351;49000;31057
17352;11967;19514
17353;18528;19048
17354;19948;29912
17355;11333;147089
17357;1800;400000
17358;3350;255302
17359;39850;29215
17361;4900;125000
17362;5600;57200
17363;18399;28570
17364;17999;92820
17365;14999;69703
17366;14995;37855
17367;4950;151000
17368;21500;85816
17370;11500;126231
17371;6000;198000
17372;26500;32455
17373;2000;222220
17374;26999;45137
17375;6500;115342
17376;9999;90132
17377;20950;89000
17378;16999;72886
17379;6500;85000
17380;5999;83000
17381;0;116000
17382;18999;83231
17383;900;248000
17384;18999;98994
17385;11991;57240
17386;24500;77535
17387;2295;130000
17388;14999;59467
17389;2695;160000
17392;14999;94164
17393;11995;129000
17394;19500;106012
17396;26500;134000
17397;26500;88285
17398;3650;115000
17399;15999;127218
17400;9995;85150
17401;21999;31309
17402;5850;107416
17403;9999;14409
17404;29999;19526
17405;29999;23020
17406;26000;66358
17407;19000;33372
17408;22000;46873
17409;17000;7252
17410;3995;138557
17411;10999;67901
17412;13999;49110
17413;15999;10673
17414;11999;64289
17415;12999;24601
17416;32999;26114
17417;19749;50017
17418;20999;23849
17419;15999;50699
17420;16999;25789
17421;24999;24069
17422;17999;17596
17423;17999;17992
17424;12999;34232
17425;12999;46677
17426;24999;35862
17427;15499;34050
17428;17999;16652
17429;14999;27888
17430;12999;61982
17431;12999;60518
17432;4995;156820
17433;2995;200000
17434;15999;38378
17435;14499;33998
17436;14499;26496
17437;11999;42707
17438;26999;39908
17439;17499;37179
17440;15999;20065
17441;20999;9197
17442;13999;33836
17443;11499;40700
17444;22999;32623
17445;21499;28314
17446;16999;22391
17447;21499;37899
17448;25999;6929
17449;22999;36823
17450;16999;28228
17451;16999;54436
17452;2495;145000
17453;6495;222981
17454;2295;140000
17455;4995;190000
17456;6995;128451
17457;7995;158856
17458;21995;35508
17459;2995;186921
17460;33500;50605
17461;19999;94159
17462;11995;215000
17463;7995;146000
17464;13999;50318
17465;9999;83469
17466;10857;9877
17467;39850;35792
17468;18528;19048
17469;8999;63553
17470;19441;22492
17471;11967;19514
17472;15999;54040
17473;27999;38883
17474;5888;126000
17475;20585;13277
17476;18997;73000
17477;14257;122321
17478;16248;19782
17479;11945;43745
17480;43885;44066
17481;14909;19876
17482;15994;27118
17483;51500;24541
17484;12598;19925
17485;5995;187911
17486;20994;74410
17487;2500;170000
17488;14744;31768
17490;29945;20477
17491;14999;43815
17492;22448;42030
17493;30755;32092
17494;14400;48
17495;8991;90076
17496;17216;44798
17497;7959;131913
17498;5997;58680
17499;15617;37923
17500;29995;29548
17501;29695;30828
17502;15995;119775
17503;10889;73347
17504;39995;99775
17505;29990;19430
17506;26995;14814
17507;30994;14795
17508;58970;13125
17509;3998;138968
17510;22990;23958
17511;25791;12252
17512;16449;30586
17513;19995;15972
17514;25968;44743
17515;19318;7748
17516;10456;68545
17519;1799;180000
17520;6299;98000
17521;3800;161000
17522;2800;135000
17523;5995;139850
17525;34000;3665
17526;9995;545
17527;13750;28780
17528;4600;187000
17529;17500;23025
17530;2800;203000
17531;31000;51649
17532;2300;484492
17533;5888;126000
17534;19441;22492
17535;15876;31860
17536;7888;76591
17537;15850;61310
17540;22441;87235
17541;12968;82403
17542;21900;36700
17543;10850;23600
17544;15998;34318
17545;14958;14395
17546;13991;20560
17547;14441;20640
17548;29441;59301
17549;13296;29199
17550;11721;45602
17551;16995;21310
17552;21221;46574
17553;6450;58200
17554;26998;94500
17555;34998;29233
17556;19443;24979
17557;8850;62500
17558;11914;78993
17559;9993;47547
17560;19873;40321
17561;21444;66090
17562;12541;53227
17563;20443;57289
17564;13450;43000
17565;18633;18673
17566;12454;65089
17567;10574;60708
17568;6643;112173
17569;7541;86891
17570;15499;58267
17571;13982;33759
17572;23450;43400
17573;16992;35468
17574;44995;3871
17575;20995;11405
17576;11934;46061
17577;8952;53135
17578;21999;75437
17579;11500;118000
17580;18500;57279
17581;15995;62422
17582;13999;70764
17583;27850;29343
17585;47999;14967
17586;25000;53000
17588;2500;127000
17589;10500;51850
17590;27999;83078
17591;24999;69009
17592;6600;99000
17593;22999;87358
17594;38999;28017
17595;39999;30456
17596;13099;137000
17597;26999;37687
17598;9199;142000
17600;16399;104000
17601;7900;147000
17602;14999;33118
17603;30999;40268
17604;300;255000
17605;25999;36208
17606;11000;41825
17607;7500;139560
17608;18891;72960
17609;3400;189000
17610;32999;24808
17611;16500;17000
17612;29999;48828
17614;29995;9160
17615;38999;26486
17616;29995;54595
17617;1000;235000
17618;28999;30817
17619;15999;94917
17620;39999;37129
17623;15850;61310
17624;24999;39279
17625;22999;45723
17626;42999;45695
17627;20999;26108
17628;29999;17327
17629;27999;17211
17630;49999;18095
17631;26999;69431
17632;31999;63782
17633;34999;49280
17634;28499;52011
17635;25999;4591
17636;34999;28810
17637;32999;34844
17638;37999;40866
17639;29999;51706
17640;24999;19392
17641;37999;25924
17642;58999;27603
17643;39999;44129
17644;19999;52160
17645;49999;51767
17646;18999;63294
17647;25999;26187
17648;17999;44733
17649;34999;49233
17650;19999;31529
17651;14499;41385
17652;62999;7902
17653;31999;58659
17654;56999;37460
17655;36999;21925
17656;26999;26369
17657;36999;27633
17658;37999;5761
17659;17999;79180
17660;9999;64606
17661;23999;84856
17662;7888;76591
17663;25999;40115
17664;15876;31860
17665;25999;16298
17666;6998;76230
17667;13999;79393
17668;12844;19956
17669;14487;12347
17670;2500;134000
17671;18999;171157
17674;4299;170000
17676;16500;68955
17678;5000;91000
17680;27500;30500
17681;43000;28419
17682;18999;83231
17683;17500;59000
17684;18777;106391
17685;4900;1453000
17686;17500;27905
17687;6998;76230
17688;12844;19956
17689;14487;12347
17690;10857;9877
17691;4650;229000
17692;29999;92350
17693;2000;175000
17696;19600;2485
17697;7995;48227
17698;23999;69518
17699;18999;67810
17701;15999;126279
17702;19999;80650
17703;21888;57788
17704;22999;129645
17705;19488;48679
17706;10488;58913
17707;3500;164269
17708;4995;162702
17709;7995;71517
17710;7995;101005
17711;17995;40569
17712;4995;141324
17713;7995;134563
17714;8995;159016
17715;9995;171000
17716;2500;175000
17717;4800;180300
17718;7500;240000
17719;11991;79111
17720;4995;160000
17721;20500;130022
17722;4995;182000
17723;5995;196146
17724;5995;89611
17725;900;288000
17726;7000;111000
17727;8900;200000
17728;4900;160000
17729;19999;72596
17730;7995;154059
17731;25488;75746
17733;18999;70987
17734;26999;72875
17735;20488;83742
17736;21999;72827
17737;33999;64823
17738;15999;62096
17739;24999;34644
17740;16999;75946
17741;9777;91091
17742;16999;65308
17743;17999;80646
17745;35000;800
17747;19999;42884
17748;21000;40380
17752;17999;67515
17753;19999;50986
17754;10857;9877
17755;14999;82073
17756;18528;19048
17757;10999;52315
17758;19441;22492
17759;15999;67313
17760;11967;19514
17761;14999;78491
17762;5888;126000
17763;36691;51713
17765;16500;60000
17766;2500;176000
17767;3000;161000
17768;11000;83355
17769;12500;182169
17770;22500;46873
17771;39999;31935
17772;23500;45000
17773;19000;52975
17774;7000;114000
17775;11967;19514
17776;18528;19048
17777;5888;126000
17778;19441;22492
17779;15000;66400
17780;14500;70798
17781;19500;80436
17782;3000;126000
17783;1150;160000
17784;6700;218000
17785;850;140000
17786;5000;180000
17787;14999;85332
17788;5495;46153
17789;5000;234000
17792;22500;46873
17793;17500;23025
17794;7500;139560
17795;31000;51649
17796;14000;34000
17798;18800;29911
17799;9000;144762
17800;11500;44832
17801;34000;3665
17802;14500;70798
17803;18999;84911
17804;1875;232000
17805;49900;42709
17806;25999;66278
17807;13850;72350
17808;13999;63577
17809;14850;50664
17810;21500;85816
17811;29000;8202
17812;24950;123838
17813;17500;23025
17814;19000;33365
17815;31000;51649
17816;17000;7247
17817;2875;115000
17818;23950;89003
17819;16999;83586
17820;38950;52872
17821;24500;77535
17822;19488;103788
17823;2450;155221
17824;6950;124791
17825;46950;39500
17826;7999;57099
17827;7888;76591
17828;15999;75119
17829;15876;31860
17830;14999;70136
17831;6998;76230
17832;12844;19956
17833;17999;73573
17834;23999;47450
17835;14487;12347
17836;15850;36708
17837;8991;91620
17838;14999;94164
17839;18000;86637
17840;19500;106012
17841;12500;96256
17842;17500;11645
17843;15876;31860
17844;7888;76591
17845;6998;76230
17846;12844;19956
17847;26999;78859
17848;13500;85467
17849;31500;36371
17850;9999;115601
17851;15999;48936
17852;22999;35862
17853;8999;57718
17854;27999;41257
17855;3200;157854
17856;3000;165000
17857;39995;59058
17858;45850;45491
17859;14995;38554
17861;4000;312000
17862;21999;32164
17863;22999;55358
17864;23999;55877
17865;19999;24588
17866;18499;33242
17867;69999;22778
17868;49999;43406
17869;28999;36558
17870;32999;32842
17871;44999;12966
17872;34999;19584
17873;42999;45695
17874;20999;26108
17875;29999;17327
17876;27999;17211
17877;49999;18095
17878;31999;63782
17879;39999;30456
17880;14999;33118
17881;20999;19727
17882;30999;40268
17883;28499;52011
17884;11000;225000
17885;35999;28810
17886;37999;40866
17887;29999;51706
17888;500;348500
17889;8900;144000
17891;2950;154000
17892;9200;55081
17893;17999;39908
17894;3500;113000
17895;14999;94164
17896;12000;67000
17897;2850;136800
17898;34500;10325
17899;5400;160000
17900;14999;37112
17901;40500;40564
17902;20850;60328
17903;6499;135118
17904;4000;106000
17905;6499;135118
17906;10857;9877
17907;18528;19048
17908;19441;22492
17909;11967;19514
17910;19891;76651
17913;7500;153000
17914;24000;30000
17917;800;183436
17918;13500;260000
17919;32500;11539
17920;31500;60095
17921;36000;13119
17922;16999;80130
17923;32500;64283
17924;5250;161920
17925;20500;130022
17926;22000;71410
17927;19750;38854
17928;14487;12347
17929;10857;9877
17930;11967;19514
17931;18528;19048
17932;2700;170000
17933;75000;14602
17934;39999;31935
17935;32500;64283
17936;25000;50877
17937;20500;130022
17938;75000;14602
17939;39999;31935
17940;9500;117000
17942;11999;73653
17943;17500;66881
17944;13999;48025
17946;1500;129000
17947;5000;172000
17948;37999;14500
17949;6995;46600
17950;8000;123000
17951;23950;58972
17952;29500;999999
17953;16500;10624
17954;11000;83355
17955;19000;11239
17956;22500;46871
17957;11500;44832
17958;59500;999999
17959;34995;70200
17960;21500;36117
17961;28950;32402
17962;28950;37028
17963;25500;37691
17964;6900;12000
17965;1900;100000
17966;32000;15000
17967;4950;161742
17968;39500;1000
17969;11000;41825
17971;3995;141500
17972;4000;177000
17973;7800;106000
17974;5888;126000
17975;7888;76591
17976;15876;31860
17977;6998;76230
17978;12844;19956
17979;1100;175100
17980;11991;97912
17981;13999;78635
17982;1400;168029
17983;2400;211000
17984;17000;36000
17986;1200;181000
17987;5200;268000
17991;12999;71408
17992;5000;152000
17993;2500;165000
17996;16500;60333
17997;21500;88614
17999;34500;29773
18000;5888;126000
18001;19441;22492
18002;15876;31860
18003;12999;85000
18004;675;285000
18005;8995;41942
18006;4800;180300
18007;19750;99000
18009;1450;209000
18010;500;130000
18011;850;230000
18012;13999;53625
18014;1800;211133
18015;21000;52970
18016;5000;48700
18017;17000;129000
18018;3400;120000
18019;5000;112521
18020;9999;108091
18021;4900;176661
18022;14487;12347
18023;10857;9877
18024;18528;19048
18025;10999;69649
18026;19441;22492
18027;18999;38681
18028;2400;239700
18029;22991;6037
18030;8300;20600
18031;3000;221690
18032;15000;110000
18033;4000;226000
18034;21000;20673
18036;17500;30620
18037;7000;45897
18039;400;190000
18040;7500;92348
18041;7888;76591
18042;6998;76230
18043;12844;19956
18044;14487;12347
18049;9500;98987
18050;37999;58102
18051;15850;66111
18052;29995;84295
18054;16500;10624
18055;26000;43059
18056;7500;92348
18057;9900;61700
18058;18350;50200
18059;18999;116616
18061;4000;138000
18063;13500;30494
18064;11000;41825
18065;11000;83355
18066;22000;76135
18067;8500;87774
18068;19500;80436
18069;34500;29773
18070;34000;41365
18071;12000;64734
18072;16500;80014
18073;19500;65239
18074;18999;84911
18075;26500;55555
18076;19000;11239
18077;11000;83355
18078;22500;46871
18079;1350;249000
18080;14999;21684
18081;21500;85816
18083;31500;52198
18085;10800;130000
18086;26500;38765
18087;24500;77535
18089;22999;87358
18090;23950;89003
18091;38950;52872
18092;19488;103788
18093;26500;32455
18094;18999;83231
18095;25749;20074
18096;15499;37141
18097;33999;41348
18098;6950;124791
18099;46950;39500
18100;3000;102500
18101;19999;46325
18102;18999;48343
18103;26999;52220
18104;11999;29142
18105;11999;50851
18106;17999;46558
18107;19999;50133
18108;19999;34005
18109;21999;28742
18110;24999;31994
18111;34999;24209
18112;22999;25738
18113;42999;34794
18114;8999;50269
18115;34999;29436
18116;59999;20423
18117;22999;26262
18118;26999;55398
18119;23999;64675
18120;20999;41244
18121;24999;20628
18122;24999;27562
18123;18999;62250
18124;37999;22348
18125;32999;54249
18126;19999;41499
18127;39999;14919
18128;31999;18682
18129;17999;52162
18130;21999;38508
18131;23999;66226
18132;21999;26960
18133;69999;14584
18134;21999;32164
18135;22999;55358
18136;23999;55877
18137;18499;33242
18138;69999;22778
18139;49999;43406
18140;28999;36558
18141;32999;32842
18142;34999;19584
18143;44999;12966
18144;42999;45695
18145;20999;26108
18146;29999;17327
18147;20999;39875
18148;11967;19514
18149;12999;63292
18150;5888;126000
18151;11999;81866
18152;7888;76591
18153;12999;58836
18154;15876;31860
18155;6998;76230
18156;24999;38451
18157;26999;32542
18158;2888;261000
18159;3995;170000
18160;5995;122000
18161;2888;227000
18162;3450;177000
18163;2500;195000
18164;5991;139456
18165;800;152400
18167;27500;102000
18168;34999;19584
18170;6000;163000
18171;3999;173000
18172;5888;109000
18173;5999;122000
18174;13000;27868
18175;5488;180000
18176;5999;144000
18177;6599;112000
18178;3999;169000
18179;4500;172000
18180;42749;39682
18181;26999;74367
18182;8500;87774
18183;27999;86395
18185;21499;75447
18186;3000;147000
18187;2500;170000
18188;11749;86882
18189;15999;15008
18190;19500;106012
18191;28499;52350
18192;19000;29911
18193;10999;121837
18194;16499;36346
18195;13999;113261
18196;20999;83529
18197;28275;23713
18198;24999;84773
18199;11000;41823
18200;17999;90335
18201;10857;9877
18202;11967;19514
18203;18528;19048
18204;18999;98994
18205;31500;36371
18206;50850;13680
18207;28999;59112
18208;7950;13523
18209;8999;66073
18210;9999;87612
18211;16970;38800
18212;20999;94462
18213;13991;20560
18214;16998;20189
18215;29441;59301
18216;28773;51089
18217;37482;31469
18218;11721;45602
18219;16995;21006
18220;21221;46574
18221;26998;94500
18222;22441;87235
18223;11914;78993
18224;22420;25282
18225;12875;82841
18226;19873;40321
18227;21444;66090
18228;12541;53227
18229;20443;57289
18230;16754;17671
18231;18482;16484
18232;18633;18673
18233;12454;65089
18234;12999;90353
18235;21999;37899
18236;15999;90444
18237;29999;92350
18238;4500;198250
18239;26999;28751
18240;15995;92650
18241;32995;72461
18242;0;83542
18243;2000;265746
18244;26499;67964
18245;15999;87003
18246;5995;151026
18247;16749;10673
18249;17999;14243
18250;11500;108000
18251;7495;120439
18252;3995;117278
18253;11995;172237
18254;8495;133445
18255;5995;124142
18256;8995;101314
18257;7995;144101
18258;9995;107373
18259;8995;145520
18260;4995;139436
18261;3995;157418
18262;6995;63405
18263;9995;154442
18264;9995;144090
18265;5995;164852
18266;8495;92543
18267;5995;142274
18268;7995;109290
18269;43999;17213
18270;12999;61982
18271;9995;66000
18272;32500;38650
18273;20000;49626
18274;6000;148896
18275;19749;50017
18276;27999;55042
18277;18999;21490
18278;8000;122000
18279;13900;194600
18280;69999;14584
18281;22999;54188
18283;32249;23837
18284;13500;85467
18285;19999;111597
18286;9000;270000
18289;9999;81546
18290;3250;227481
18291;26499;97759
18292;23999;104784
18293;43999;63964
18294;26749;36208
18295;17999;22411
18296;24999;32972
18298;25999;58961
18299;19999;73157
18300;400;125000
18301;12500;43000
18302;20999;101300
18303;21999;92469
18304;400;282000
18305;2695;160000
18306;3495;120000
18307;16999;51935
18308;11500;83113
18309;36999;54963
18310;20000;49626
18311;18999;106487
18312;23999;55001
18313;34999;41072
18314;26499;39279
