,price,year,condition,odometer,title_status,transmission,type,split
3067,13495,2012,excellent,107891.0,clean,automatic,wagon,0.5704285166938751
3068,21429,2016,good,100393.0,clean,automatic,truck,0.8949621357380977
3073,14998,2019,excellent,4358.0,clean,automatic,sedan,0.46908859357766425
3075,0,2019,excellent,2949.0,clean,automatic,sedan,0.3826737702804818
3076,17998,2014,excellent,60098.0,clean,automatic,truck,0.5486663724010121
3077,5998,2009,excellent,152963.0,clean,automatic,SUV,-1.302015216842159
3078,5998,2009,excellent,152963.0,clean,automatic,SUV,0.6382267285120303
3079,36995,2016,excellent,52776.0,clean,automatic,pickup,0.03994450565375079
3081,18998,2014,excellent,80882.0,clean,automatic,truck,1.4389334246211058
3084,24998,2016,excellent,32348.0,clean,automatic,SUV,2.0968154563717545
3086,16998,2015,excellent,20951.0,clean,automatic,SUV,0.8091098525244974
3088,21998,2015,excellent,36647.0,clean,automatic,sedan,-1.1722507986610438
3089,18598,2018,excellent,35314.0,clean,automatic,van,-0.5850382526633734
3092,18598,2018,excellent,35314.0,clean,automatic,van,0.2888755172631073
3093,0,2010,excellent,158739.0,clean,automatic,sedan,-1.4884885263149992
3097,24998,2019,excellent,13625.0,clean,automatic,SUV,1.1968246362465562
3099,32998,2017,excellent,1296.0,clean,automatic,truck,-0.42566580625192624
3102,18999,2016,excellent,35045.0,clean,automatic,SUV,0.8126091699756969
3103,23998,2016,excellent,36039.0,clean,automatic,sedan,0.6898213380041348
3104,30998,2016,excellent,66337.0,clean,automatic,truck,-0.32147249915228493
3105,18998,2013,excellent,117350.0,clean,automatic,truck,-0.37160705238002556
3108,26998,2016,excellent,42258.0,clean,automatic,SUV,0.24534681967886438
3109,31998,2019,excellent,12390.0,clean,automatic,truck,0.8628693525020661
3110,15998,2016,excellent,47081.0,clean,automatic,SUV,-0.26697850236025256
3111,18598,2018,excellent,35314.0,clean,automatic,van,-0.3070043400195065
3112,21998,2016,excellent,27549.0,clean,automatic,sedan,-1.0219781786087052
3113,19598,2018,excellent,37589.0,clean,automatic,van,-0.43923182743981737
3114,14998,2019,excellent,5.0,clean,automatic,sedan,0.2689822260902071
3116,13998,2013,excellent,94770.0,clean,automatic,SUV,-1.1779297094501546
3117,14998,2019,excellent,5.0,clean,automatic,sedan,-0.6152349892874694
3118,16998,2016,excellent,47081.0,clean,automatic,SUV,-0.743120000805159
3119,31598,2019,excellent,10530.0,clean,automatic,truck,0.05581751018225274
3120,19998,2011,excellent,88901.0,clean,automatic,truck,0.3353778720577638
3121,20998,2015,excellent,52822.0,clean,automatic,SUV,-0.443802792430266
3122,21998,2016,excellent,27549.0,clean,automatic,sedan,-0.4645342409748021
3123,31598,2017,excellent,29958.0,clean,automatic,truck,1.0796568400255948
3124,39998,2014,excellent,60283.0,clean,automatic,truck,2.7180473663957683
3125,30998,2019,excellent,16556.0,clean,automatic,truck,-1.248277945025103
3126,15998,2014,excellent,83736.0,clean,automatic,SUV,-0.35050647223891956
3127,7998,2012,excellent,62445.0,clean,automatic,hatchback,0.8435755338537602
3128,24998,2016,excellent,34900.0,clean,automatic,SUV,1.9044218782390887
3129,18998,2012,excellent,79284.0,clean,automatic,truck,0.6330733874596651
3130,12998,2014,excellent,96035.0,clean,automatic,truck,0.5788604971711908
3133,13998,2016,excellent,24849.0,clean,automatic,sedan,0.7074356359462224
3135,16998,2011,excellent,74097.0,clean,automatic,truck,-0.7330417617654726
3137,8998,2006,excellent,128188.0,clean,automatic,SUV,0.1751918040107357
3138,7998,2010,excellent,117369.0,clean,automatic,SUV,0.2361338037983534
3139,12998,2017,excellent,57078.0,clean,automatic,sedan,0.091592032066745
3140,23998,2016,excellent,48400.0,clean,automatic,sedan,-1.0084641514452364
3143,32998,2019,excellent,18562.0,clean,automatic,truck,0.6298978195045505
3144,12998,2009,excellent,100929.0,clean,automatic,truck,-2.8054147067740507
3145,13998,2016,excellent,24870.0,clean,automatic,sedan,-1.0351295953422386
3146,17998,2012,excellent,96998.0,clean,automatic,truck,1.3526636494332493
3149,14998,2009,excellent,130630.0,clean,automatic,truck,-1.938322886035509
3152,8995,2012,excellent,103000.0,clean,automatic,sedan,-0.6740829387337831
3153,19995,2015,excellent,57000.0,clean,automatic,van,-0.6195259104756635
3154,5995,2008,excellent,104000.0,clean,automatic,pickup,-1.7328810884146095
3155,24995,2014,excellent,85000.0,clean,automatic,pickup,0.33299871132564746
3156,13995,2011,excellent,139000.0,clean,automatic,SUV,1.6758461066401464
3160,14995,2008,excellent,127000.0,clean,automatic,SUV,-0.8382794891706361
3161,10995,2008,excellent,93000.0,clean,automatic,SUV,0.1282250197880004
3165,12995,2012,excellent,69000.0,clean,automatic,sedan,-0.15462153210718538
3167,13995,2013,excellent,89000.0,clean,automatic,SUV,-1.5586657190993927
3168,7995,2008,excellent,111000.0,clean,automatic,mini-van,0.6976367064179532
3172,4500,2007,good,90000.0,clean,manual,sedan,-0.065489009381508
3176,1000,2001,good,202000.0,clean,automatic,SUV,-1.1837198522378376
3187,6995,2014,excellent,79632.0,clean,automatic,hatchback,-0.22094341342354393
3190,800,2005,fair,205000.0,clean,automatic,coupe,-1.0246662155575104
3196,30000,2011,good,66258.0,clean,automatic,pickup,0.8978123520862966
3199,7995,2009,excellent,121356.0,clean,automatic,SUV,-0.6236593257277893
3201,12500,2010,good,148707.0,clean,automatic,pickup,0.6296592865196565
3206,2000,2009,excellent,114000.0,clean,manual,wagon,-1.6309660109989703
3207,4600,2006,good,85000.0,clean,automatic,sedan,0.0748357102166385
3211,19000,2014,excellent,129000.0,clean,automatic,pickup,0.7666596198312754
3214,8500,2008,good,145505.0,clean,automatic,truck,0.31882512592956036
3220,2999,2007,good,131900.0,clean,automatic,hatchback,-1.2047904683859534
3227,19995,2006,good,134965.0,clean,automatic,truck,1.485335607711451
3229,1650,1993,good,156254.0,missing,automatic,pickup,-0.4798857454268821
3230,6995,2014,good,184000.0,clean,automatic,sedan,1.6080303170471995
3231,4995,2008,good,139000.0,clean,automatic,SUV,-0.5898915953434236
3233,35000,1987,good,5550.0,missing,manual,mini-van,0.5100462810397033
3239,3000,2007,fair,165258.0,clean,automatic,sedan,-2.075050328517744
3240,3500,2005,good,83000.0,clean,automatic,SUV,0.044601748228253676
3242,10500,2008,excellent,109800.0,clean,automatic,truck,-1.115522772841873
3243,3999,2012,excellent,159000.0,clean,automatic,SUV,0.20181771400787446
3255,2000,1999,good,100567.0,clean,automatic,truck,-0.40079446641276534
3257,3750,2003,good,218856.0,clean,automatic,SUV,0.06860638010657241
3258,7995,2012,excellent,129117.0,clean,automatic,SUV,-1.5286472523851864
3260,22498,2013,good,134386.0,clean,automatic,truck,-0.6680605159380157
3261,7000,1971,excellent,64170.0,clean,automatic,other,-1.3691627560407098
3267,1800,2004,good,96340.0,clean,automatic,sedan,1.5552372210778873
3268,14995,2012,excellent,64000.0,clean,automatic,pickup,0.7435358494068329
3272,6950,1959,good,60420.0,clean,automatic,sedan,0.4732055650529413
3274,6995,2013,good,196000.0,clean,automatic,SUV,-0.6958986853496937
3278,4950,2004,excellent,190.0,clean,automatic,pickup,-0.19612082924719706
3280,10950,2013,good,97368.0,clean,automatic,van,1.3869450891579802
3281,41000,2019,excellent,17588.0,clean,automatic,SUV,-2.078421032268945
3282,59000,2017,like new,16500.0,clean,automatic,truck,0.3261276887816844
3283,9500,2013,excellent,67121.0,clean,automatic,sedan,-0.4326451294260151
3296,8995,2012,excellent,117957.0,clean,automatic,sedan,-1.4840293970470075
3299,4500,2005,excellent,167000.0,clean,manual,wagon,0.5763049849316657
3300,3500,2005,good,325000.0,clean,automatic,pickup,1.132952190934504
3301,3500,2009,good,120000.0,clean,automatic,sedan,0.47225629231898664
3302,5899,2013,excellent,93000.0,clean,manual,hatchback,-0.1062746247081416
3304,20500,2011,excellent,189000.0,clean,automatic,pickup,-0.23924401486612357
3306,12995,2007,excellent,91000.0,clean,automatic,pickup,-0.9982644521780912
3307,7150,2007,like new,140000.0,clean,automatic,SUV,-2.3740512498214916
3350,6495,2007,excellent,142000.0,clean,automatic,SUV,-1.1334491887769418
3351,11875,2015,excellent,58000.0,clean,manual,hatchback,-0.48051806556637167
3352,12900,2016,good,80342.0,clean,manual,SUV,0.11099928066015306
3354,9600,2013,good,96300.0,clean,automatic,wagon,-1.6980257839556867
3355,36995,2012,excellent,90920.0,clean,automatic,pickup,0.4774474044876053
3356,21995,2018,excellent,32998.0,clean,automatic,van,0.2028102889918297
3372,11995,2016,excellent,30605.0,clean,automatic,sedan,-0.837188155373397
3373,14995,2013,excellent,145622.0,clean,automatic,pickup,0.7064791573063867
3374,27995,2015,excellent,43480.0,clean,automatic,pickup,-0.8409290034659016
3379,11495,2008,excellent,67617.0,clean,automatic,convertible,0.36726151904834287
3381,15995,2011,good,86676.0,clean,automatic,pickup,0.06772441048350716
3382,19495,2016,excellent,89815.0,clean,other,wagon,1.3224417730845637
3383,22995,2015,excellent,89449.0,clean,automatic,pickup,0.0016105492847483893
3384,49995,2015,good,65140.0,clean,automatic,other,2.6165745686855164
3385,7995,2008,good,168720.0,clean,automatic,wagon,-2.199387471640884
3388,30995,2016,excellent,21037.0,clean,automatic,truck,-0.26603041638668384
3389,30995,2016,excellent,24402.0,clean,automatic,truck,-0.13148598475537612
3390,23995,2016,excellent,49579.0,clean,automatic,coupe,-0.3703700571707888
3391,14995,2016,excellent,35994.0,clean,automatic,sedan,0.9344091903556005
3392,5500,2010,good,150284.0,clean,automatic,SUV,-1.1055616325810778
3393,18495,2016,excellent,18300.0,rebuilt,automatic,SUV,-1.2901340867888114
3394,19495,2015,excellent,16500.0,rebuilt,automatic,wagon,0.589650873014134
3395,14995,2016,excellent,38002.0,clean,automatic,sedan,-0.03323266419014345
3396,7995,2013,good,160000.0,clean,automatic,SUV,-0.4377969835868886
3399,32995,2016,like new,16441.0,clean,automatic,pickup,1.6257613627468261
3400,33995,2017,like new,31171.0,clean,automatic,SUV,-0.2835041349937576
3401,14995,2004,excellent,47068.0,clean,automatic,convertible,0.8398376997446012
3402,29995,2016,excellent,36670.0,clean,automatic,pickup,-0.1224074420660039
3403,20995,2013,excellent,79423.0,clean,automatic,SUV,-0.7496269924474965
3404,30995,2016,like new,24185.0,clean,automatic,pickup,1.2608083391976945
3407,24995,2015,excellent,50793.0,clean,automatic,SUV,1.8875646124831025
3408,700,2001,good,207458.0,clean,automatic,sedan,-1.610252796549245
3411,17998,2012,excellent,96998.0,clean,automatic,truck,0.07092828388897099
3415,13998,2016,excellent,24365.0,clean,automatic,sedan,-0.27346696513095026
3416,16598,2016,excellent,28024.0,clean,automatic,SUV,-0.8319922877016713
3418,12998,2017,excellent,57078.0,clean,automatic,sedan,-0.7676480870188566
3419,9998,2008,excellent,128037.0,clean,automatic,SUV,-0.6263163457631837
3420,7998,2010,excellent,117369.0,clean,automatic,SUV,0.696280190202274
3421,8998,2006,excellent,128188.0,clean,automatic,SUV,-0.5183732110923827
3422,6998,2007,excellent,101669.0,clean,automatic,convertible,1.2108708061278444
3425,13998,2016,excellent,24849.0,clean,automatic,sedan,0.45718334677003275
3426,20998,2014,excellent,83313.0,clean,automatic,truck,-0.24320692420314963
3427,10998,2013,excellent,84894.0,clean,automatic,van,0.9904465635853157
3428,12998,2014,excellent,96035.0,clean,automatic,truck,1.005780412053269
3430,24998,2016,excellent,34900.0,clean,automatic,SUV,0.24068695819011215
3431,7495,2014,good,174000.0,clean,automatic,SUV,0.9585147675405675
3432,7998,2012,excellent,62445.0,clean,automatic,hatchback,1.882191121420859
3433,15998,2014,excellent,83736.0,clean,automatic,SUV,1.2741219060891715
3434,30998,2019,excellent,16556.0,clean,automatic,truck,0.3400884552345763
3437,31598,2017,excellent,29958.0,clean,automatic,truck,-1.3569930937378143
3438,21998,2016,excellent,27549.0,clean,automatic,sedan,1.3912561939963155
3440,19998,2011,excellent,88901.0,clean,automatic,truck,0.8452620075887953
3441,31598,2019,excellent,10530.0,clean,automatic,truck,0.27345058566072206
3442,16998,2016,excellent,47081.0,clean,automatic,SUV,1.2558213786372467
3443,14998,2019,excellent,5.0,clean,automatic,sedan,0.8257941833504425
3444,14998,2019,excellent,2175.0,clean,automatic,sedan,-0.4968859022856549
3445,13998,2013,excellent,94770.0,clean,automatic,SUV,-0.27068346070276705
3446,9998,2013,excellent,95752.0,clean,automatic,SUV,-0.23362423974333718
3447,8998,2013,excellent,72304.0,clean,automatic,sedan,-1.2311162264720021
3448,14998,2019,excellent,5.0,clean,automatic,sedan,-0.2645746175677284
3451,21998,2016,excellent,27549.0,clean,automatic,sedan,1.1350588618915112
3453,15998,2016,excellent,47081.0,clean,automatic,SUV,0.11808477385911714
3454,31998,2019,excellent,12390.0,clean,automatic,truck,0.34852161584707503
3455,26998,2016,excellent,42258.0,clean,automatic,SUV,1.1753277685743824
3457,18998,2013,excellent,117350.0,clean,automatic,truck,-0.08658181492292318
3458,30998,2016,excellent,66337.0,clean,automatic,truck,-0.1723409646768476
3459,23998,2016,excellent,36039.0,clean,automatic,sedan,-0.8424424243041577
3460,18999,2016,excellent,35045.0,clean,automatic,SUV,1.1012667106975842
3462,15998,2014,excellent,23790.0,clean,automatic,truck,0.5408500865847365
3463,32998,2017,excellent,1296.0,clean,automatic,truck,-1.040734019997446
3464,14998,2009,excellent,74482.0,clean,automatic,truck,-0.08034414501088233
3468,11598,2015,excellent,64274.0,clean,automatic,sedan,0.018324915017154688
3469,16998,2010,excellent,99442.0,clean,automatic,truck,0.6882917140759819
3470,17000,2007,excellent,122000.0,clean,automatic,truck,-1.7755329756235816
3472,8300,2013,good,127363.0,clean,automatic,SUV,-0.0615538117280329
3473,6995,2014,good,143810.0,clean,automatic,sedan,1.0995072471893614
3474,21998,2017,excellent,42211.0,clean,automatic,van,0.5434316929562355
3475,17998,2018,excellent,30048.0,clean,automatic,SUV,-1.2106797783465273
3476,18598,2018,excellent,35314.0,clean,automatic,van,-0.5704810434073222
3477,21998,2019,excellent,17074.0,clean,automatic,SUV,0.9186022346502934
3478,18598,2018,excellent,35314.0,clean,automatic,van,0.7764075204522736
3481,24598,2016,excellent,27305.0,clean,automatic,sedan,0.3115401685814573
3483,23998,2016,excellent,48400.0,clean,automatic,sedan,1.2112460637828562
3484,24998,2016,excellent,32348.0,clean,automatic,SUV,1.5584058154679608
3485,13998,2016,excellent,24365.0,clean,automatic,sedan,-1.9231433018094515
3486,6998,2014,excellent,103675.0,clean,automatic,sedan,-0.7348356116433554
3487,18998,2014,excellent,80882.0,clean,automatic,truck,-1.6556584039070912
3492,5998,2009,excellent,152963.0,clean,automatic,SUV,1.214995917072171
3493,6700,2011,good,151801.0,clean,automatic,SUV,0.9874406874231779
3496,8995,2013,good,149000.0,clean,automatic,SUV,0.3828870988530978
3498,7995,2012,excellent,112599.0,clean,automatic,SUV,-1.2265467767189902
3499,7300,2013,excellent,156631.0,clean,automatic,SUV,-0.9751496543440483
3500,11469,2016,good,100750.0,clean,automatic,mini-van,1.9350085321933588
3501,5500,2011,good,171245.0,clean,automatic,SUV,1.6018239433992902
3502,5500,2010,good,125024.0,clean,automatic,SUV,-0.5898725705464523
3503,5995,2012,good,111743.0,clean,automatic,wagon,-0.7478571388484452
3505,7995,2008,good,118000.0,clean,automatic,van,0.7877010714171319
3506,7995,2008,good,118000.0,clean,automatic,van,1.175443846586819
3507,7500,2011,good,103555.0,clean,automatic,SUV,0.9785364895521244
3511,5995,2010,good,153457.0,clean,automatic,SUV,-1.0204878486913511
3513,9300,2013,good,124638.0,clean,automatic,SUV,-0.26507281086548823
3515,5300,2007,good,125354.0,clean,automatic,SUV,1.6016147269745062
3517,5500,2010,good,163000.0,clean,manual,wagon,1.2832655483744602
3520,25995,2018,like new,13000.0,rebuilt,automatic,wagon,0.8104793091572218
3522,17495,2018,excellent,33000.0,rebuilt,automatic,wagon,1.6153412548645838
3528,16995,2016,excellent,34300.0,rebuilt,automatic,SUV,-1.224357460522726
3529,19995,2016,excellent,24000.0,rebuilt,automatic,wagon,-0.6864592312805254
3530,17495,2017,excellent,19000.0,rebuilt,automatic,sedan,-1.6007658606316035
3531,15495,2016,excellent,49200.0,rebuilt,automatic,hatchback,-1.221568823956418
3532,5700,2010,good,148846.0,clean,automatic,SUV,-2.020100729009239
3534,3995,2012,excellent,124460.0,clean,automatic,hatchback,-1.7219278904761421
3535,25995,2019,like new,3000.0,rebuilt,automatic,wagon,0.9752279743557765
3538,7995,2008,excellent,123203.0,clean,automatic,SUV,-0.7564192001294143
3539,11995,2014,excellent,73000.0,clean,automatic,sedan,0.2961670203664859
3542,6400,2012,good,47000.0,clean,automatic,sedan,1.0984587202555367
3544,5999,2009,excellent,129000.0,clean,automatic,sedan,-1.1391426781239689
3545,10499,2015,excellent,100000.0,clean,automatic,sedan,-1.875638601269415
3546,7899,2013,excellent,127000.0,clean,manual,coupe,-0.6395760669789723
3547,4999,2008,excellent,140000.0,clean,automatic,sedan,-0.5131228774480586
3549,11999,2015,like new,93720.0,rebuilt,automatic,wagon,1.7536481221622753
3550,9999,2012,excellent,131000.0,clean,automatic,SUV,-1.5099961767422314
3551,21999,2013,excellent,95000.0,clean,automatic,SUV,1.1823292764337003
3553,8999,2014,excellent,124000.0,clean,manual,wagon,1.0203555573643652
3554,6499,2011,excellent,112000.0,clean,automatic,sedan,1.8318065604502716
3555,12999,2014,excellent,109000.0,clean,automatic,SUV,0.6259263318580264
3556,10799,2016,excellent,74000.0,clean,automatic,sedan,1.218529034334251
3558,7999,2010,excellent,99000.0,clean,manual,wagon,-1.6780617223251553
3559,5499,2006,excellent,75000.0,clean,automatic,coupe,-0.3987255974258973
3560,5400,2010,good,119000.0,clean,automatic,sedan,-1.0247752412751154
3561,2250,2006,good,185015.0,clean,automatic,hatchback,-0.9088420575793769
3565,6295,2008,excellent,141.0,clean,automatic,SUV,-1.1308376637970063
3568,32495,2015,excellent,44000.0,clean,automatic,SUV,2.3719907898055723
3569,10895,2010,good,118000.0,clean,automatic,sedan,-0.7798050197473648
3571,11995,2010,excellent,89000.0,clean,automatic,SUV,-0.10674324876899666
3572,21395,2016,excellent,64000.0,clean,automatic,SUV,1.4134494675672034
3577,10500,2006,excellent,232865.0,clean,manual,truck,1.4187248671029995
3582,8495,2007,excellent,96000.0,clean,automatic,sedan,0.0258324220167143
3584,8795,2009,good,136000.0,clean,automatic,sedan,-0.6992673608190502
3587,32000,2016,excellent,81000.0,clean,automatic,pickup,-0.2533669541451614
3591,1,2003,good,71600.0,clean,automatic,pickup,-0.40745245500072763
3593,23000,2012,excellent,182000.0,clean,automatic,pickup,0.3480886276827432
3595,10495,2014,good,130210.0,clean,automatic,hatchback,1.6022262196862465
3596,10250,2013,good,132156.0,clean,automatic,wagon,0.12576248140245458
3597,8495,2010,good,124042.0,clean,automatic,SUV,0.5903340419611328
3598,8495,2011,good,147446.0,clean,automatic,sedan,0.5230444183214861
3599,26495,2013,good,64495.0,clean,automatic,sedan,-0.24475102385279457
3600,12295,2012,good,109043.0,clean,automatic,SUV,-0.5735898766468965
3601,14995,2013,good,111162.0,clean,automatic,SUV,-1.012772885159631
3602,4695,2010,good,142578.0,clean,automatic,sedan,1.8024563251895558
3604,15995,2013,good,134391.0,clean,automatic,truck,-0.17442796330258697
3605,11295,2013,good,145038.0,clean,automatic,SUV,-0.9051748128831233
3606,3995,2002,good,123132.0,clean,automatic,SUV,0.24651043216377128
3607,17495,2013,good,101685.0,clean,automatic,SUV,1.1107697979179691
3609,16995,2014,good,97833.0,clean,automatic,truck,-0.007374309717152459
3610,7999,2012,excellent,122120.0,clean,automatic,sedan,-0.357529310213289
3612,7895,2011,good,116640.0,clean,automatic,sedan,0.36434378658152405
3617,5495,2005,excellent,129536.0,clean,automatic,sedan,1.5064025489338895
3618,2300,2002,good,201000.0,clean,automatic,SUV,-2.0974015396300354
3632,6995,2007,excellent,125000.0,clean,automatic,mini-van,-0.04673940795884074
3633,27995,2004,excellent,29000.0,clean,automatic,convertible,-1.4130733352175475
3634,15995,2011,excellent,44000.0,clean,automatic,convertible,0.04093479097524206
3635,14900,2007,good,115100.0,clean,automatic,truck,-0.9606763622877924
3639,16000,1999,excellent,500.0,clean,automatic,truck,-1.5037759251977763
3640,1500,2003,fair,215000.0,clean,automatic,truck,-0.020164902656147937
3646,2500,2006,excellent,116523.0,clean,automatic,sedan,1.3151598118693129
3647,4500,2004,excellent,131341.0,clean,automatic,sedan,-0.0500506921334454
3653,4400,2012,excellent,136000.0,clean,manual,sedan,-0.3020100231216273
3656,7500,1976,good,37000.0,clean,automatic,pickup,1.8760268401310587
3657,5700,2008,good,211000.0,clean,manual,pickup,-0.9401033538062884
3658,6850,2005,fair,150000.0,clean,automatic,pickup,0.0532303506252254
3698,17500,2007,good,48000.0,clean,automatic,truck,-1.2412886055005825
3699,3995,2009,excellent,130000.0,clean,manual,hatchback,-1.717175415272603
3712,22975,2016,excellent,58044.0,clean,automatic,wagon,0.18391849507953817
3713,16975,2011,excellent,50060.0,clean,automatic,SUV,-0.6907254566357652
3714,14975,2011,excellent,74296.0,clean,automatic,SUV,-2.451608702252457
3715,7975,2014,excellent,75833.0,clean,automatic,sedan,0.6527881262228608
3716,12975,2015,excellent,63680.0,clean,automatic,SUV,0.5078146021619102
3717,15975,2017,excellent,65000.0,clean,manual,hatchback,1.519449811332666
3718,8975,2010,excellent,89492.0,clean,automatic,SUV,-0.29932907078657245
3719,10975,2011,excellent,61232.0,clean,automatic,SUV,-2.1866573086043126
3720,18975,2016,excellent,72101.0,clean,automatic,SUV,0.44696143879149
3725,17975,2014,excellent,64611.0,clean,automatic,sedan,-1.7605732905034135
3727,5975,2007,excellent,150000.0,clean,automatic,SUV,-1.3350352156973628
3728,4975,2007,excellent,137370.0,clean,automatic,mini-van,-0.5019270196415999
3730,6975,2012,excellent,95324.0,clean,automatic,sedan,1.3559314104945446
3732,9975,2015,excellent,79629.0,clean,automatic,sedan,0.6612680969653663
3733,6475,2011,excellent,81800.0,clean,automatic,sedan,0.9481970523983781
3735,11975,2013,excellent,112170.0,clean,automatic,SUV,0.5403573545462835
3736,31975,2016,excellent,23590.0,clean,automatic,sedan,0.141706318250318
3738,13975,2012,excellent,121490.0,clean,automatic,SUV,1.4021034145578146
3740,17975,2014,excellent,102486.0,clean,automatic,SUV,-1.128632887088314
3741,8975,2015,excellent,64064.0,clean,automatic,hatchback,1.9040344416146284
3742,13975,2017,excellent,15648.0,clean,automatic,sedan,-1.7561823202135667
3746,12975,2010,excellent,97891.0,clean,manual,SUV,-0.2548393034212266
3747,13975,2015,excellent,113164.0,clean,automatic,SUV,0.5960998899089693
3749,19975,2017,excellent,45510.0,clean,automatic,SUV,-0.054755820796627726
3750,20975,2018,excellent,11602.0,clean,automatic,hatchback,-1.1949975516652898
3751,8975,2011,excellent,83858.0,clean,automatic,wagon,-1.5644113778640603
3752,5975,2003,excellent,61097.0,clean,automatic,sedan,0.6334372906136064
3754,10975,2014,excellent,70900.0,clean,automatic,coupe,-1.1010303149001648
3755,9975,2013,excellent,129333.0,clean,automatic,SUV,1.8315662514323259
3758,6975,2009,excellent,122049.0,clean,automatic,sedan,0.20244977358259278
3761,7975,2012,excellent,128150.0,clean,automatic,sedan,0.2033825857510852
3762,10975,2012,excellent,51000.0,clean,automatic,sedan,-0.20130043448885673
3764,8990,2014,good,69946.0,rebuilt,automatic,sedan,1.8672253331000719
3766,20995,2016,like new,40417.0,clean,automatic,pickup,-2.221255556115558
3767,14995,2017,like new,53245.0,clean,automatic,hatchback,0.9342252681371543
3768,12995,2016,like new,29468.0,clean,automatic,sedan,0.00039166857126481504
3769,16495,2017,like new,33414.0,clean,automatic,SUV,0.2270461941565091
3770,18495,2016,like new,45620.0,clean,automatic,SUV,-1.0686977932753894
3771,7995,2013,good,144634.0,clean,manual,wagon,-0.7700086152159054
3772,3000,2005,excellent,218000.0,clean,automatic,SUV,0.08903715578762518
3774,10990,2012,good,101955.0,rebuilt,automatic,truck,0.5668496759041521
3775,6990,2010,good,95000.0,rebuilt,automatic,sedan,0.07247011437770287
3776,7990,2011,good,106670.0,rebuilt,automatic,sedan,-0.20844854698095255
3777,7990,2008,good,73094.0,rebuilt,automatic,wagon,0.9203040022638861
3778,10990,2014,good,16054.0,rebuilt,automatic,sedan,-0.13872589019669676
3779,6990,2015,good,58457.0,rebuilt,automatic,sedan,-0.2991684933814657
3780,11990,2018,good,6552.0,rebuilt,automatic,sedan,0.09136959918712503
3782,8990,2013,good,130449.0,rebuilt,automatic,SUV,-0.4832028672004919
3784,25990,2016,good,49750.0,rebuilt,automatic,truck,-0.6537640817802084
3785,4990,2007,good,50326.0,rebuilt,automatic,sedan,-0.3534824263742919
3786,12490,2014,good,31742.0,rebuilt,automatic,SUV,1.6663667519323977
3787,11990,2015,good,18250.0,rebuilt,automatic,SUV,-0.3133337989181777
3788,14990,2013,good,30979.0,rebuilt,automatic,coupe,-0.4633945701088074
3790,19990,2018,good,9633.0,rebuilt,other,wagon,0.1923193668498556
3792,7990,2010,good,45425.0,rebuilt,automatic,coupe,0.6407851394146278
3794,9490,2015,good,13610.0,rebuilt,automatic,sedan,0.9550410466600414
3795,2000,2001,excellent,167544.0,clean,automatic,sedan,1.66465690423822
3798,17990,2018,good,13880.0,rebuilt,automatic,hatchback,0.8473331367766344
3799,15995,2016,like new,37550.0,clean,automatic,SUV,-2.223940181507982
3801,40999,2016,excellent,93201.0,clean,other,truck,0.3213480625039924
3804,29999,2016,excellent,31620.0,clean,automatic,truck,-1.190738490403704
3805,50999,2018,excellent,37448.0,clean,other,truck,-1.850859625893671
3810,21990,2017,like new,48593.0,clean,manual,sedan,0.41811433693462713
3814,17500,2004,good,47000.0,clean,automatic,truck,-0.15413434078693938
3815,27497,2015,like new,56306.0,clean,automatic,truck,0.5508514329046582
3833,23800,2017,good,71108.0,clean,automatic,hatchback,0.5070550874475539
3835,18800,2012,good,56002.0,clean,other,other,1.098341778591529
3836,17100,2017,good,28195.0,clean,automatic,other,-0.46823736910918473
3838,5500,2004,excellent,101000.0,clean,manual,coupe,-1.7676537108940085
3844,2100,2002,excellent,141840.0,clean,automatic,hatchback,0.04410263219517651
3845,2900,2010,good,186650.0,clean,automatic,wagon,-1.0683803199841797
3850,2400,2008,good,232108.0,clean,automatic,sedan,1.3277931543731762
3851,13900,1991,excellent,57000.0,clean,manual,convertible,-1.4365795720185173
3852,0,2014,excellent,105363.0,clean,automatic,truck,0.1495245295369899
3855,36600,2017,good,35397.0,clean,other,pickup,0.8290952094554115
3856,26100,2015,good,39098.0,clean,other,pickup,1.4533557818304774
3857,1800,2007,excellent,202000.0,clean,automatic,sedan,0.022059026219428516
3858,0,2003,excellent,223207.0,clean,automatic,SUV,-1.2594437090619595
3862,15200,2016,good,22222.0,clean,automatic,other,-1.4236592124960639
3863,17200,2013,good,92698.0,clean,automatic,other,0.21880965416321888
3864,11000,2015,good,102500.0,clean,automatic,sedan,-1.2026984696857141
3869,2700,2006,good,238000.0,clean,manual,sedan,0.14076883046558844
3879,20000,2015,good,145000.0,lien,automatic,SUV,0.2931613984550342
3882,0,2017,excellent,26999.0,clean,automatic,truck,-1.8410203560349105
3883,0,2016,excellent,22924.0,clean,automatic,convertible,-1.3448705685408926
3884,8975,2011,good,122307.0,clean,automatic,SUV,-1.2809203464776986
3887,5000,2006,excellent,77650.0,clean,automatic,van,0.611929142776735
3889,1500,2004,excellent,294234.0,clean,automatic,sedan,-1.5402029956514116
3890,0,2011,excellent,97922.0,clean,automatic,SUV,0.9096982195309253
3895,8200,1984,good,234000.0,clean,manual,SUV,-1.4136448058040805
3900,15900,2017,like new,5500.0,lien,manual,sedan,0.29869668522272746
3902,6500,2008,good,117760.0,clean,automatic,coupe,-0.3190559959392009
